gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
960600521													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205548953	OBS205548953		obsr26000		1													PRESENT																												2013	07	23																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
960346622													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205427358	OBS205427358		obsr26000		3													PRESENT																												2013	07	22																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
960244497													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205302313	OBS205302313		obsr26000		1													PRESENT																												2013	07	21																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959575707													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204558991	OBS204558991		obsr305809		2													PRESENT																												2010	05	31																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959573311													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204561054	OBS204561054		obsr305809		2													PRESENT																												2010	06	03																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959565900													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204560169	OBS204560169		obsr305809		5													PRESENT																												2010	06	02																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959564875													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204568431	OBS204568431		obsr305809		2													PRESENT																												2010	06	13																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959564336													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204564110	OBS204564110		obsr305809		1													PRESENT																												2010	06	06																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959563220													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204567999	OBS204567999		obsr305809		1													PRESENT																												2010	06	12																Kazakhstan		Almaty oblysy			Lake Sasykol--General Area													46.68248	80.58532	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959557875													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204561649	OBS204561649		obsr305809		1													PRESENT																												2010	06	04																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959555150													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204566758	OBS204566758		obsr305809															PRESENT																												2010	06	10																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
959551368													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204558223	OBS204558223		obsr305809		4													PRESENT																												2010	05	30																Kazakhstan		Shyghys Qazaqstan oblysy			Aktogay Village--General Area													46.946865	79.676414	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
836972736													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS155792267	OBS155792267		obsr286411		1													PRESENT																												2012	05	28																Kazakhstan		Almaty oblysy			Ak-Bulak and Orman--General Area													43.26943	77.35172	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
836830584													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS148811388	OBS148811388		obsr26000		2													PRESENT																												2012	04	18																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
836823734													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS151847074	OBS151847074		obsr305809		1													PRESENT																												2012	05	08																Kazakhstan		Mangghystau oblysy			Fetisovo Water Treatment Station													42.786648	52.644814	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
836406744													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS149764271	OBS149764271		obsr307583		1													PRESENT																												2012	04	24																Kazakhstan		Mangghystau oblysy			Kendirli-Kayasan Plateau													43.05719	52.402504	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
836385986													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS149796019	OBS149796019		obsr305809		1													PRESENT																												2012	04	25																Kazakhstan		Mangghystau oblysy			Kendirli-Kayasan Plateau													43.05719	52.402504	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
836278738													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS148583474	OBS148583474		obsr26000		1													PRESENT																												2012	04	16																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
835420463													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS155894989	OBS155894989		obsr307583		1													PRESENT																												2012	05	29																Kazakhstan		Ongtüstik Qazaqstan oblysy			Betpakdala North Suzak													44.3838	68.4634	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
835380475													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS162179538	OBS162179538		obsr26000		1													PRESENT																												2012	08	28																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
834588812													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS148566087	OBS148566087		obsr26000															PRESENT																												2012	04	16																Kazakhstan		Shyghys Qazaqstan oblysy			Semey to Kurchatov													50.61709	79.1521	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
834571775													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS149764223	OBS149764223		obsr305809		1													PRESENT																												2012	04	24																Kazakhstan		Mangghystau oblysy			Kendirli-Kayasan Plateau													43.05719	52.402504	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
834325332													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS151847143	OBS151847143		obsr307583		1													PRESENT																												2012	05	08																Kazakhstan		Mangghystau oblysy			Fetisovo Water Treatment Station													42.786648	52.644814	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
834226010													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS155792634	OBS155792634		obsr286411		1													PRESENT																												2012	05	29																Kazakhstan		Ongtüstik Qazaqstan oblysy			Betpakdala North Suzak													44.3838	68.4634	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
834146116													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS155894954	OBS155894954		obsr307583		1													PRESENT																												2012	05	28																Kazakhstan		Almaty oblysy			Ak-Bulak and Orman--General Area													43.26943	77.35172	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833768952													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS164480734	OBS164480734		obsr293781		2													PRESENT																												2009	06	04																Kazakhstan		Almaty oblysy			Kazakhstan-- desert near Bayseit													43.515713	78.307785	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833743143													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS164481761	OBS164481761		obsr293781		2													PRESENT																												2009	06	05																Kazakhstan		Almaty oblysy			Kazazakhstan-- Kaskalen area													43.14157	76.66468	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833478394													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS173596459	OBS173596459		obsr325169															PRESENT																												2003	05	26																Kazakhstan		Almaty oblysy			Sharyn River													43.35404	79.08121	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833472022													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169976063	OBS169976063		obsr325169															PRESENT																												2003	05	25																Kazakhstan		Almaty oblysy			Kokpek													43.42209	78.61995	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833470393													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169814635	OBS169814635		obsr325169		1													PRESENT																												2003	06	05																Kazakhstan		Aqmola oblysy			Lake Damsa													51.671375	71.06406	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833470087													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169884133	OBS169884133		obsr325169															PRESENT																												2003	05	28																Kazakhstan		Almaty oblysy			Akjol													44.042213	76.08546	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833469022													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169548673	OBS169548673		obsr325169															PRESENT																												2003	06	03																Kazakhstan		Aqmola oblysy			Kurgaldzhino													50.65405	70.33034	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833465999													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169660407	OBS169660407		obsr325169		1													PRESENT																												2003	06	04																Kazakhstan		Aqmola oblysy			Kurgaldhzino													50.461895	70.02718	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833464473													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS173678012	OBS173678012		obsr325169															PRESENT																												2003	05	30																Kazakhstan		Almaty oblysy			Tamghaly													43.801292	75.532875	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833461311													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS173679469	OBS173679469		obsr325169															PRESENT																												2003	05	30																Kazakhstan		Almaty oblysy			Kanshengel to Tien Shan													43.66156	75.74136	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833449201													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS173735665	OBS173735665		obsr325169															PRESENT																												2003	06	02																Kazakhstan		Almaty oblysy			Tien Shan to Almaty													43.101692	76.93046	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833419441													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS140195437	OBS140195437		obsr159825															PRESENT																												2001	09	07																Kazakhstan		Zhambyl oblysy			Chokpak Ornithological Station (approx)													42.62144	70.57532	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833417145													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169446793	OBS169446793		obsr325169															PRESENT																												2003	05	29																Kazakhstan		Almaty oblysy			Topar													45.052383	75.05858	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833416660													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS173869075	OBS173869075		obsr325169															PRESENT																												2003	05	25																Kazakhstan		Almaty			Almaty													43.293495	76.94599	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833415457													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169204680	OBS169204680		obsr325169															PRESENT																												2003	05	28																Kazakhstan		Almaty oblysy			Lake Sorbulaq													43.661312	76.52113	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833390032													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS140193043	OBS140193043		obsr159825															PRESENT																												2001	09	06																Kazakhstan		Zhambyl oblysy			Chokpak Ornithological Station (approx)													42.62144	70.57532	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833386669													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS140188988	OBS140188988		obsr159825															PRESENT																												2001	09	05																Kazakhstan		Zhambyl oblysy			Chokpak Ornithological Station (approx)													42.62144	70.57532	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
833386471													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS140198052	OBS140198052		obsr159825															PRESENT																												2001	09	09																Kazakhstan		Zhambyl oblysy			Chokpak Ornithological Station (approx)													42.62144	70.57532	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
592071654													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS101440097	OBS101440097		obsr141469															PRESENT																												2009	05	14																Kazakhstan		Almaty oblysy			Tien Shan Mountains													43.154854	77.05639	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
592070291													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS101477677	OBS101477677		obsr141469															PRESENT																												2009	05	15																Kazakhstan		Almaty oblysy			East of Almaty (including Charyn Canyon and a couple oasis)													43.37311	80.05737	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
592067233													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS101435770	OBS101435770		obsr141469															PRESENT																												2009	05	12																Kazakhstan		Aqmola oblysy			Korgalzhyn State Nature Reserve and vicinity													50.544853	69.4281	WGS84																																																				avibase-06D9A2C8	Milvus migrans								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Milvus				migrans						Black Kite				
