gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
968275426													CLO	EBIRD_TX			HumanObservation				URN:catalog:CLO:EBIRD_TX:OBS213949602	OBS213949602		obsr317743		4													PRESENT																												2007	03	04																Kazakhstan		Mangghystau oblysy			Tengiz--South Evaporation Ponds (restricted access)													46.272892	53.39828	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
962972480													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS208145800	OBS208145800		obsr26000		1													PRESENT																												2013	08	20																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
962901811													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS208202789	OBS208202789		obsr26000		5													PRESENT																												2013	08	20																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
962821325													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS208066417	OBS208066417		obsr26000		2													PRESENT																												2013	08	19																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
962748632													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS207957919	OBS207957919		obsr26000		2													PRESENT																												2013	08	18																Kazakhstan		Pavlodar oblysy			Pavlodar--General Area													52.275795	76.95339	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
960540019													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205664115	OBS205664115		obsr26000		1													PRESENT																												2013	07	24																Kazakhstan		Almaty			Almaty--General Area													43.222374	76.85197	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
960241755													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205302316	OBS205302316		obsr26000		2													PRESENT																												2013	07	21																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
960234804													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205302737	OBS205302737		obsr26000															PRESENT																												2013	07	21																Kazakhstan		Pavlodar oblysy			Pavlodar--General Area													52.275795	76.95339	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959603249													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204542456	OBS204542456		obsr280954															PRESENT																												2013	06	06																Kazakhstan		Aqmola oblysy			Korgalzhyn Village--General Area; (IBA KZ054)													50.582256	70.02463	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959588108													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204546648	OBS204546648		obsr280954															PRESENT																												2013	06	07																Kazakhstan		Aqmola oblysy			Korgalzhyn Village--General Area; (IBA KZ054)													50.582256	70.02463	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959569972													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204572294	OBS204572294		obsr305809		5													PRESENT																												2010	06	19																Kazakhstan		Almaty oblysy			Ile Alatau NP--Big Almaty Lake (IBA KZ098)													43.052567	76.98502	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959563256													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204568010	OBS204568010		obsr305809		1													PRESENT																												2010	06	12																Kazakhstan		Almaty oblysy			Lake Sasykol--General Area													46.68248	80.58532	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959563177													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204563611	OBS204563611		obsr305809		1													PRESENT																												2010	06	05																Kazakhstan		Almaty oblysy			Lake Sasykol--General Area													46.68248	80.58532	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959561914													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204572488	OBS204572488		obsr305809		1													PRESENT																												2010	06	20																Kazakhstan		Almaty			Almaty--General Area													43.222374	76.85197	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959556129													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204569858	OBS204569858		obsr305809		3													PRESENT																												2010	06	17																Kazakhstan		Almaty oblysy			East Balkash													46.636707	79.3412	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
959550346													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204570519	OBS204570519		obsr305809		2													PRESENT																												2010	06	18																Kazakhstan		Almaty oblysy			Ile-Alatau NP--General Area													43.046875	76.961754	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948714554													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192402576	OBS192402576		obsr341497															PRESENT																												2008	05	16																Kazakhstan		Qaraghandy oblysy			Dolinka													49.677402	72.673874	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948700838													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192398223	OBS192398223		obsr341497		7													PRESENT																												2008	05	13																Kazakhstan		Qaraghandy oblysy			Fedorovskoe Quarry													49.762638	73.10715	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948688935													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192436207	OBS192436207		obsr341497		7													PRESENT																												2007	09	15																Kazakhstan		Qaraghandy oblysy			Karkaraly NP--General Area													49.453842	75.426636	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948663967													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192454134	OBS192454134		obsr341497															PRESENT																												2007	11	20																Kazakhstan		Qaraghandy oblysy			Karkaraly NP, Lake Pasheno / Shaktior Resort													49.361637	75.402214	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948661124													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192453563	OBS192453563		obsr341497															PRESENT																												2008	05	02																Kazakhstan		Qaraghandy oblysy			KARGU adjacent fields and ponds													49.766907	73.144745	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948650432													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192428924	OBS192428924		obsr341497		6													PRESENT																												2008	05	20																Kazakhstan		Qaraghandy oblysy			Karaganda Central Park													49.804813	73.07736	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948641022													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192446283	OBS192446283		obsr341497															PRESENT																												2008	05	18																Kazakhstan		Qaraghandy oblysy			Nura River Area along Karaganda-Karkaralinsk HWY													50.03817	73.88642	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948640726													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192448444	OBS192448444		obsr341497		4													PRESENT																												2008	04	29																Kazakhstan		Qaraghandy oblysy			Karaganda South													49.764885	73.155685	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948639740													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192460312	OBS192460312		obsr341497															PRESENT																												2008	05	26																Kazakhstan		Zhambyl oblysy			Kiyakhty Area													44.566334	73.85982	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948635430													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192450198	OBS192450198		obsr341497															PRESENT																												2008	04	03																Kazakhstan		Qaraghandy oblysy			Temirtau, Samarkandskoe Reservoir													50.081158	72.95746	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948630954													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192451007	OBS192451007		obsr341497		10													PRESENT																												2008	04	26																Kazakhstan		Qaraghandy oblysy			Karaganda Central Park													49.804813	73.07736	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948630153													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192457709	OBS192457709		obsr341497		12													PRESENT																												2007	10	20																Kazakhstan		Aqmola oblysy			Borovoe													53.08949	70.29396	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
948623359													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS192458741	OBS192458741		obsr341497															PRESENT																												2008	05	27																Kazakhstan		Almaty			Almaty--General Area													43.222374	76.85197	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
947439192													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS191224876	OBS191224876		obsr300729															PRESENT																												2013	04	17																Kazakhstan		Almaty oblysy			Kz Almaty to ALA													43.320683	77.026344	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
947437501													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS191224701	OBS191224701		obsr300729															PRESENT																												2013	04	15																Kazakhstan		Almaty oblysy			Kz Chimbulak to Medeu													43.14283	77.065315	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
947437283													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS191224484	OBS191224484		obsr300729															PRESENT																												2013	04	15																Kazakhstan		Almaty oblysy			Almaty--Medeu Stadium Area													43.155987	77.06045	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
947409661													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS191224591	OBS191224591		obsr300729		5													PRESENT																												2013	04	15																Kazakhstan		Almaty oblysy			Almaty--Shymbulak Ski Area													43.128246	77.08161	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
947204950													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS191004091	OBS191004091		obsr300729		6													PRESENT																												2013	04	16																Kazakhstan		Almaty			Kz Centre (Gorski) Park													43.261143	76.97149	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
947195695													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS191001189	OBS191001189		obsr300729		50													PRESENT																												2013	04	14																Kazakhstan		Almaty			Almaty--Botanical Garden													43.22413	76.913506	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
946797809													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS190509261	OBS190509261		obsr300729		7													PRESENT																												2013	04	14																Kazakhstan		Almaty			Kz ALA to city													43.346786	77.007866	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
946779980													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS190526195	OBS190526195		obsr300729		3													PRESENT																												2013	04	14																Kazakhstan		Almaty			Kz Intercontinental Hotel													43.234802	76.94196	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
941286303													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS183694768	OBS183694768		obsr26000															PRESENT																												2013	02	28																Kazakhstan		Almaty			Almaty--General Area													43.222374	76.85197	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
912003110							http://sesam.senckenberg.de/page/index.asp?objekt_id=844819&sprache_kurz=en						SMF	Collection Aves (bird skeletons)			PreservedSpecimen					17283																																									17.07.2008																						Kazakhstan					Tengiz																																																																				Pica pica													Corvidae																		
840411950													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS149234388	OBS149234388		obsr26000															PRESENT																												2012	04	20																Kazakhstan		Almaty			Almaty--General Area													43.222374	76.85197	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
840374394													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS148566088	OBS148566088		obsr26000															PRESENT																												2012	04	16																Kazakhstan		Shyghys Qazaqstan oblysy			Semey to Kurchatov													50.61709	79.1521	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
840315705													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS155894959	OBS155894959		obsr307583		6													PRESENT																												2012	05	28																Kazakhstan		Almaty oblysy			Ak-Bulak and Orman--General Area													43.26943	77.35172	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
840302704													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS149237596	OBS149237596		obsr26000															PRESENT																												2012	04	20																Kazakhstan		Shyghys Qazaqstan oblysy			Semey--Airport													50.353294	80.233826	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
840162097													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS171853773	OBS171853773		obsr27894		2													PRESENT																												2012	12	06																Kazakhstan		Aqmola oblysy			downtown Astana (Respublika and Kenesary)													51.166122	71.4282	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
840052948													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS161122600	OBS161122600		obsr333090		10													PRESENT																												2012	08	17																Kazakhstan		Almaty oblysy			Lake Sorbulaq--Southern Shore; (IBA KZ097)													43.628857	76.565796	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
839992323													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169534225	OBS169534225		obsr26000		8													PRESENT																												2012	11	13																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
839979842													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169629673	OBS169629673		obsr26000		10													PRESENT																												2012	11	14																Kazakhstan		Pavlodar oblysy			Kurchatov--General Area													50.753517	78.546684	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
839885817													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS169709430	OBS169709430		obsr26000		20													PRESENT																												2012	11	15																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
839786752													CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS161935815	OBS161935815		obsr26000															PRESENT																												2012	08	26																Kazakhstan		Pavlodar oblysy			Kurchatov--Irtysh River Walk													50.756638	78.551834	WGS84																																																				avibase-FBBBA943	Pica pica								Animalia	Chordata	Aves	Passeriformes		Corvidae				Pica				pica						Eurasian Magpie				
